Day,Platform,Campaign Type,Campaign Name,Impressions,Clicks,Conversions,Revenue,Spend,Region,CTR,CPA,CPC,ROAS,CPM,AdCreative
13/04/23,Facebook,Retargeting,Retargeting-Facebook,45700,199,177,"$7,530.10","$2,901.45",East of England,0.0%,$16.39,$0.07,$2.60,$6.35,CreativeB
13/04/23,YouTube,Prospecting,Prospecting-YouTube,53960,2964,134,"$6,889.20","$1,014.74",South West,5.0%,$7.57,$2.92,$6.79,$1.88,CreativeB
13/04/23,TikTok,Prospecting,Prospecting-TikTok,56269,55,24,"$10,638.73","$6,445.06",Yorkshire and the Humber,0.0%,$268.54,$0.01,$1.65,$11.45,CreativeA
13/04/23,Instagram,Prospecting,Prospecting-Instagram,108582,1078,48,"$3,487.51","$1,034.84",Northern Ireland,1.0%,$21.56,$1.04,$3.37,$0.95,CreativeA
13/04/23,YouTube,Prospecting,Prospecting-YouTube,25245,1180,156,"$9,714.14",$694.16,Northern Ireland,5.0%,$4.45,$1.70,$13.99,$2.75,CreativeA
13/04/23,Facebook,Prospecting,Prospecting-Facebook,68534,881,8,"$13,370.88","$1,260.16",Northern Ireland,1.0%,$157.52,$0.70,$10.61,$1.84,CreativeC
13/04/23,SnapChat,Retargeting,Retargeting-SnapChat,37192,599,132,"$4,045.79","$4,643.46",London,2.0%,$35.18,$0.13,$0.87,$12.49,CreativeB
13/04/23,Instagram,Prospecting,Prospecting-Instagram,39052,1511,242,"$10,636.98","$1,423.69",North West,4.0%,$5.88,$1.06,$7.47,$3.65,CreativeC
13/04/23,TikTok,Retargeting,Retargeting-TikTok,57547,985,269,"$12,128.40",$686.92,Yorkshire and the Humber,2.0%,$2.55,$1.43,$17.66,$1.19,CreativeC
13/04/23,YouTube,Retargeting,Retargeting-YouTube,37610,758,18,"$8,104.99","$5,052.79",Northern Ireland,2.0%,$280.71,$0.15,$1.60,$13.43,CreativeB
13/04/23,YouTube,Prospecting,Prospecting-YouTube,5705,986,116,"$2,966.31","$6,343.15",Scotland,17.0%,$54.68,$0.16,$0.47,$111.19,CreativeA
13/04/23,Instagram,Prospecting,Prospecting-Instagram,23126,287,154,"$9,369.46","$2,891.48",South West,1.0%,$18.78,$0.10,$3.24,$12.50,CreativeA
13/04/23,Facebook,Prospecting,Prospecting-Facebook,26267,1338,178,"$14,515.69","$7,921.66",North East,5.0%,$44.50,$0.17,$1.83,$30.16,CreativeA
13/04/23,TikTok,Retargeting,Retargeting-TikTok,48645,1133,23,"$11,867.94","$3,276.44",East of England,2.0%,$142.45,$0.35,$3.62,$6.74,CreativeA
13/04/23,Instagram,Retargeting,Retargeting-Instagram,96211,1199,167,"$3,088.03","$5,091.60",London,1.0%,$30.49,$0.24,$0.61,$5.29,CreativeA
14/04/23,YouTube,Retargeting,Retargeting-YouTube,39270,1973,116,"$2,995.34","$5,354.23",East Midlands,5.0%,$46.16,$0.37,$0.56,$13.63,CreativeA
14/04/23,Facebook,Retargeting,Retargeting-Facebook,44928,60,7,"$10,012.98","$1,938.76",North West,0.0%,$276.97,$0.03,$5.16,$4.32,CreativeC
14/04/23,YouTube,Prospecting,Prospecting-YouTube,40190,3477,26,"$11,713.12","$2,809.51",North West,9.0%,$108.06,$1.24,$4.17,$6.99,CreativeB
14/04/23,SnapChat,Retargeting,Retargeting-SnapChat,7531,77,49,"$9,433.78","$4,857.33",South West,1.0%,$99.13,$0.02,$1.94,$64.50,CreativeC
14/04/23,YouTube,Prospecting,Prospecting-YouTube,86440,1350,151,"$4,106.79","$1,942.27",London,2.0%,$12.86,$0.70,$2.11,$2.25,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,58929,1844,173,"$13,309.71","$1,754.10",London,3.0%,$10.14,$1.05,$7.59,$2.98,CreativeB
14/04/23,TikTok,Prospecting,Prospecting-TikTok,8831,248,104,"$11,033.56","$7,381.11",London,3.0%,$70.97,$0.03,$1.49,$83.58,CreativeA
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,79137,998,187,"$6,329.07","$4,400.17",Northern Ireland,1.0%,$23.53,$0.23,$1.44,$5.56,CreativeB
14/04/23,Instagram,Prospecting,Prospecting-Instagram,117764,148,45,"$13,786.05",$462.27,North East,0.0%,$10.27,$0.32,$29.82,$0.39,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,4614,692,13,"$8,916.80","$3,505.97",North West,15.0%,$269.69,$0.20,$2.54,$75.99,CreativeB
14/04/23,Instagram,Retargeting,Retargeting-Instagram,89878,1472,55,"$9,799.79",$351.05,Wales,2.0%,$6.38,$4.19,$27.92,$0.39,CreativeB
14/04/23,TikTok,Retargeting,Retargeting-TikTok,20725,2974,216,"$6,095.62",$541.44,East of England,14.0%,$2.51,$5.49,$11.26,$2.61,CreativeA
14/04/23,Instagram,Retargeting,Retargeting-Instagram,23764,159,8,"$13,794.68","$3,449.05",Scotland,1.0%,$431.13,$0.05,$4.00,$14.51,CreativeA
14/04/23,Facebook,Prospecting,Prospecting-Facebook,9577,98,251,"$9,265.55","$1,420.44",London,1.0%,$5.66,$0.07,$6.52,$14.83,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,64845,1960,251,"$1,852.54","$1,274.88",South West,3.0%,$5.08,$1.54,$1.45,$1.97,CreativeB
14/04/23,TikTok,Retargeting,Retargeting-TikTok,81537,1168,9,"$6,761.91","$4,376.36",London,1.0%,$486.26,$0.27,$1.55,$5.37,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,39647,756,238,"$7,146.82","$7,333.76",East Midlands,2.0%,$30.81,$0.10,$0.97,$18.50,CreativeB
14/04/23,TikTok,Prospecting,Prospecting-TikTok,79065,835,243,"$10,144.81","$3,569.44",North West,1.0%,$14.69,$0.23,$2.84,$4.51,CreativeC
14/04/23,TikTok,Prospecting,Prospecting-TikTok,50854,2010,116,"$12,806.48",$650.22,North West,4.0%,$5.61,$3.09,$19.70,$1.28,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,52385,136,12,"$6,649.55","$3,559.34",East Midlands,0.0%,$296.61,$0.04,$1.87,$6.79,CreativeA
14/04/23,YouTube,Retargeting,Retargeting-YouTube,64486,1413,163,"$7,457.94","$5,666.92",South West,2.0%,$34.77,$0.25,$1.32,$8.79,CreativeB
14/04/23,TikTok,Retargeting,Retargeting-TikTok,59256,1390,98,"$10,336.40","$1,272.54",South East,2.0%,$12.99,$1.09,$8.12,$2.15,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,64166,1659,18,"$12,402.29",$97.57,Scotland,3.0%,$5.42,$17.00,$127.11,$0.15,CreativeB
14/04/23,YouTube,Prospecting,Prospecting-YouTube,43991,370,19,"$6,340.54","$7,742.43",Northern Ireland,1.0%,$407.50,$0.05,$0.82,$17.60,CreativeA
14/04/23,TikTok,Retargeting,Retargeting-TikTok,22496,1373,12,"$7,284.20","$6,521.08",London,6.0%,$543.42,$0.21,$1.12,$28.99,CreativeA
14/04/23,YouTube,Retargeting,Retargeting-YouTube,25448,745,33,"$3,328.07","$2,829.76",North East,3.0%,$85.75,$0.26,$1.18,$11.12,CreativeB
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,106339,2176,10,"$13,841.37","$3,519.62",Wales,2.0%,$351.96,$0.62,$3.93,$3.31,CreativeA
14/04/23,SnapChat,Retargeting,Retargeting-SnapChat,35297,1030,221,"$3,689.31",$810.85,London,3.0%,$3.67,$1.27,$4.55,$2.30,CreativeB
14/04/23,YouTube,Retargeting,Retargeting-YouTube,4177,1168,32,"$4,000.55","$4,316.92",Yorkshire and the Humber,28.0%,$134.90,$0.27,$0.93,$103.35,CreativeA
14/04/23,TikTok,Retargeting,Retargeting-TikTok,25512,188,32,"$5,534.14","$2,528.27",East of England,1.0%,$79.01,$0.07,$2.19,$9.91,CreativeA
14/04/23,Facebook,Prospecting,Prospecting-Facebook,13347,165,56,"$5,693.09",$95.77,Yorkshire and the Humber,1.0%,$1.71,$1.72,$59.45,$0.72,CreativeB
14/04/23,Instagram,Prospecting,Prospecting-Instagram,27282,40,76,"$9,505.10","$5,289.39",Northern Ireland,0.0%,$69.60,$0.01,$1.80,$19.39,CreativeC
14/04/23,Facebook,Retargeting,Retargeting-Facebook,4880,500,53,"$14,100.23","$1,079.51",Northern Ireland,10.0%,$20.37,$0.46,$13.06,$22.12,CreativeA
14/04/23,Instagram,Retargeting,Retargeting-Instagram,24322,339,92,"$1,797.43","$2,383.94",West Midlands,1.0%,$25.91,$0.14,$0.75,$9.80,CreativeC
14/04/23,Instagram,Prospecting,Prospecting-Instagram,52429,219,27,"$6,278.96",$860.39,East Midlands,0.0%,$31.87,$0.25,$7.30,$1.64,CreativeB
14/04/23,TikTok,Prospecting,Prospecting-TikTok,75773,282,93,"$6,302.83","$1,104.81",South East,0.0%,$11.88,$0.26,$5.70,$1.46,CreativeA
14/04/23,YouTube,Prospecting,Prospecting-YouTube,80164,1757,196,"$5,325.08","$7,345.35",North West,2.0%,$37.48,$0.24,$0.72,$9.16,CreativeA
14/04/23,Facebook,Retargeting,Retargeting-Facebook,5926,274,83,"$3,305.75","$5,772.17",Yorkshire and the Humber,5.0%,$69.54,$0.05,$0.57,$97.40,CreativeA
14/04/23,YouTube,Prospecting,Prospecting-YouTube,25054,2515,37,"$11,945.83","$7,949.49",Northern Ireland,10.0%,$214.85,$0.32,$1.50,$31.73,CreativeB
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,45318,2990,12,"$4,484.02",$435.47,South East,7.0%,$36.29,$6.87,$10.30,$0.96,CreativeA
14/04/23,TikTok,Prospecting,Prospecting-TikTok,24779,286,291,"$10,838.56",$627.54,North West,1.0%,$2.16,$0.46,$17.27,$2.53,CreativeC
14/04/23,TikTok,Retargeting,Retargeting-TikTok,40902,1676,245,"$4,713.29","$2,275.11",South West,4.0%,$9.29,$0.74,$2.07,$5.56,CreativeA
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,105732,48,150,$859.78,$789.61,South West,0.0%,$5.26,$0.06,$1.09,$0.75,CreativeC
14/04/23,Facebook,Retargeting,Retargeting-Facebook,67689,888,60,"$2,908.03","$4,611.09",Yorkshire and the Humber,1.0%,$76.85,$0.19,$0.63,$6.81,CreativeC
14/04/23,SnapChat,Retargeting,Retargeting-SnapChat,32715,3479,212,"$7,216.50","$1,418.71",Scotland,11.0%,$6.69,$2.45,$5.09,$4.34,CreativeC
14/04/23,Facebook,Retargeting,Retargeting-Facebook,8359,1759,82,"$8,112.85","$2,143.33",North East,21.0%,$26.14,$0.82,$3.79,$25.64,CreativeA
14/04/23,Instagram,Retargeting,Retargeting-Instagram,27068,1933,60,"$4,132.57","$2,347.02",Wales,7.0%,$39.12,$0.82,$1.76,$8.67,CreativeC
14/04/23,TikTok,Prospecting,Prospecting-TikTok,56348,1383,65,"$3,699.02","$2,955.09",Wales,2.0%,$45.46,$0.47,$1.25,$5.24,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,22127,503,202,"$11,548.23","$2,372.52",East of England,2.0%,$11.75,$0.21,$4.87,$10.72,CreativeA
14/04/23,YouTube,Retargeting,Retargeting-YouTube,4905,2236,15,"$5,061.56","$3,186.54",East of England,46.0%,$212.44,$0.70,$1.59,$64.97,CreativeA
14/04/23,YouTube,Retargeting,Retargeting-YouTube,39814,806,35,"$11,417.60","$2,100.96",London,2.0%,$60.03,$0.38,$5.43,$5.28,CreativeC
14/04/23,TikTok,Prospecting,Prospecting-TikTok,35863,2050,182,"$6,839.28","$3,977.37",North East,6.0%,$21.85,$0.52,$1.72,$11.09,CreativeA
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,105013,349,169,"$5,657.74","$2,925.49",London,0.0%,$17.31,$0.12,$1.93,$2.79,CreativeA
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,84729,832,7,"$6,485.55","$5,812.65",South East,1.0%,$830.38,$0.14,$1.12,$6.86,CreativeB
14/04/23,Facebook,Prospecting,Prospecting-Facebook,45046,530,112,"$13,053.08","$1,946.72",Wales,1.0%,$17.38,$0.27,$6.71,$4.32,CreativeA
14/04/23,SnapChat,Retargeting,Retargeting-SnapChat,80542,1771,24,"$1,994.98","$3,970.19",East of England,2.0%,$165.42,$0.45,$0.50,$4.93,CreativeC
14/04/23,TikTok,Retargeting,Retargeting-TikTok,32285,2042,168,"$8,234.76","$7,888.76",North West,6.0%,$46.96,$0.26,$1.04,$24.43,CreativeB
14/04/23,Facebook,Retargeting,Retargeting-Facebook,8301,34,88,"$8,976.98","$2,113.36",East Midlands,0.0%,$24.02,$0.02,$4.25,$25.46,CreativeB
14/04/23,Instagram,Prospecting,Prospecting-Instagram,119688,79,160,"$14,409.14","$2,717.95",Wales,0.0%,$16.99,$0.03,$5.30,$2.27,CreativeB
14/04/23,SnapChat,Prospecting,Prospecting-SnapChat,53769,3457,161,"$6,518.86","$3,640.46",South East,6.0%,$22.61,$0.95,$1.79,$6.77,CreativeC
15/04/23,YouTube,Prospecting,Prospecting-YouTube,78533,339,57,"$6,253.86","$3,220.40",East of England,0.0%,$56.50,$0.11,$1.94,$4.10,CreativeB
15/04/23,Facebook,Prospecting,Prospecting-Facebook,25424,1014,78,"$6,979.03","$3,507.98",South East,4.0%,$44.97,$0.29,$1.99,$13.80,CreativeB
15/04/23,Facebook,Retargeting,Retargeting-Facebook,34469,1797,59,"$7,756.31","$2,685.14",North West,5.0%,$45.51,$0.67,$2.89,$7.79,CreativeB
15/04/23,YouTube,Prospecting,Prospecting-YouTube,94368,3288,47,"$2,401.53","$8,962.91",North East,3.0%,$190.70,$0.37,$0.27,$9.50,CreativeC
15/04/23,Instagram,Retargeting,Retargeting-Instagram,33007,1429,183,"$7,888.62","$2,225.43",Wales,4.0%,$12.16,$0.64,$3.54,$6.74,CreativeC
15/04/23,Instagram,Retargeting,Retargeting-Instagram,90240,5,43,"$1,032.55","$1,631.97",West Midlands,0.0%,$37.95,$0.00,$0.63,$1.81,CreativeB
15/04/23,Instagram,Prospecting,Prospecting-Instagram,116040,906,29,"$14,674.93","$2,357.18",East of England,1.0%,$81.28,$0.38,$6.23,$2.03,CreativeB
15/04/23,Facebook,Prospecting,Prospecting-Facebook,77277,7,256,"$9,379.26","$2,411.85",Wales,0.0%,$9.42,$0.00,$3.89,$3.12,CreativeC
15/04/23,SnapChat,Prospecting,Prospecting-SnapChat,57222,38,110,"$11,588.77","$5,518.38",South West,0.0%,$50.17,$0.01,$2.10,$9.64,CreativeA
15/04/23,Instagram,Retargeting,Retargeting-Instagram,17982,2043,220,"$8,274.93","$2,147.09",East of England,11.0%,$9.76,$0.95,$3.85,$11.94,CreativeB
15/04/23,Facebook,Retargeting,Retargeting-Facebook,67562,128,64,"$11,584.81","$1,509.68",Wales,0.0%,$23.59,$0.08,$7.67,$2.23,CreativeC
15/04/23,Facebook,Retargeting,Retargeting-Facebook,1970,1744,44,"$11,469.86","$3,680.53",North West,89.0%,$83.65,$0.47,$3.12,$186.83,CreativeB
15/04/23,SnapChat,Retargeting,Retargeting-SnapChat,27590,2033,25,"$4,333.61","$3,952.23",Wales,7.0%,$158.09,$0.51,$1.10,$14.32,CreativeA
15/04/23,YouTube,Retargeting,Retargeting-YouTube,2865,725,29,"$11,788.24","$3,860.93",Northern Ireland,25.0%,$133.14,$0.19,$3.05,$134.76,CreativeA
15/04/23,YouTube,Retargeting,Retargeting-YouTube,37777,375,25,"$11,592.03","$3,033.13",Northern Ireland,1.0%,$121.33,$0.12,$3.82,$8.03,CreativeC
15/04/23,Instagram,Retargeting,Retargeting-Instagram,14786,1864,63,"$5,691.62","$1,653.22",London,13.0%,$26.24,$1.13,$3.44,$11.18,CreativeC
15/04/23,Instagram,Prospecting,Prospecting-Instagram,111418,1999,172,"$13,261.84",$931.28,Yorkshire and the Humber,2.0%,$5.41,$2.15,$14.24,$0.84,CreativeB
15/04/23,SnapChat,Retargeting,Retargeting-SnapChat,31638,2069,224,"$4,459.27","$1,308.73",Wales,7.0%,$5.84,$1.58,$3.41,$4.14,CreativeC
15/04/23,Instagram,Prospecting,Prospecting-Instagram,18646,2274,11,"$1,638.65","$5,824.38",South East,12.0%,$529.49,$0.39,$0.28,$31.24,CreativeA
15/04/23,SnapChat,Prospecting,Prospecting-SnapChat,63938,929,106,"$6,274.22",$376.29,Yorkshire and the Humber,1.0%,$3.55,$2.47,$16.67,$0.59,CreativeA
15/04/23,Facebook,Retargeting,Retargeting-Facebook,59397,1957,47,"$14,478.04",$226.39,Yorkshire and the Humber,3.0%,$4.82,$8.64,$63.95,$0.38,CreativeB
15/04/23,Instagram,Prospecting,Prospecting-Instagram,109900,994,22,"$14,752.39",$940.56,South West,1.0%,$42.75,$1.06,$15.68,$0.86,CreativeC
15/04/23,Facebook,Prospecting,Prospecting-Facebook,3342,1604,239,"$14,713.76","$6,464.37",Scotland,48.0%,$27.05,$0.25,$2.28,$193.43,CreativeB
15/04/23,TikTok,Prospecting,Prospecting-TikTok,25652,2305,126,"$2,650.05","$2,304.65",Northern Ireland,9.0%,$18.29,$1.00,$1.15,$8.98,CreativeB
15/04/23,SnapChat,Retargeting,Retargeting-SnapChat,22274,732,34,"$3,234.93","$4,784.63",South West,3.0%,$140.72,$0.15,$0.68,$21.48,CreativeC
15/04/23,TikTok,Prospecting,Prospecting-TikTok,3777,2352,114,"$3,965.97","$3,241.58",North East,62.0%,$28.43,$0.73,$1.22,$85.82,CreativeA
15/04/23,Instagram,Retargeting,Retargeting-Instagram,43475,1750,73,"$3,320.83","$1,450.56",North West,4.0%,$19.87,$1.21,$2.29,$3.34,CreativeA
15/04/23,Facebook,Retargeting,Retargeting-Facebook,20133,842,139,"$2,638.03","$3,086.35",North West,4.0%,$22.20,$0.27,$0.85,$15.33,CreativeA
15/04/23,Instagram,Retargeting,Retargeting-Instagram,84140,1704,25,"$11,583.79","$6,115.41",Yorkshire and the Humber,2.0%,$244.62,$0.28,$1.89,$7.27,CreativeC
15/04/23,TikTok,Prospecting,Prospecting-TikTok,8723,1087,233,"$5,301.29","$3,242.99",North East,12.0%,$13.92,$0.34,$1.63,$37.18,CreativeB
15/04/23,Instagram,Prospecting,Prospecting-Instagram,119309,2471,15,"$5,477.75","$6,588.67",North East,2.0%,$439.24,$0.38,$0.83,$5.52,CreativeC
15/04/23,YouTube,Retargeting,Retargeting-YouTube,2775,294,36,"$3,441.36",$334.56,East of England,11.0%,$9.29,$0.88,$10.29,$12.06,CreativeC
15/04/23,TikTok,Retargeting,Retargeting-TikTok,30290,2263,173,"$1,456.81","$1,705.67",Scotland,7.0%,$9.86,$1.33,$0.85,$5.63,CreativeC
15/04/23,Instagram,Retargeting,Retargeting-Instagram,1927,2032,29,"$6,415.50",$928.51,Northern Ireland,105.0%,$32.02,$2.19,$6.91,$48.18,CreativeA
15/04/23,Facebook,Prospecting,Prospecting-Facebook,46625,102,53,"$1,708.49","$6,476.67",Wales,0.0%,$122.20,$0.02,$0.26,$13.89,CreativeC
15/04/23,Instagram,Prospecting,Prospecting-Instagram,10050,2217,18,"$4,963.28",$575.19,Yorkshire and the Humber,22.0%,$31.96,$3.85,$8.63,$5.72,CreativeB
15/04/23,Facebook,Prospecting,Prospecting-Facebook,1455,724,7,"$5,046.74","$7,576.21",Northern Ireland,50.0%,"$1,082.32",$0.10,$0.67,$520.70,CreativeA
15/04/23,YouTube,Prospecting,Prospecting-YouTube,77992,3635,39,"$8,394.43","$2,090.16",Northern Ireland,5.0%,$53.59,$1.74,$4.02,$2.68,CreativeB
15/04/23,Instagram,Prospecting,Prospecting-Instagram,38848,2007,279,"$11,844.37","$5,027.47",West Midlands,5.0%,$18.02,$0.40,$2.36,$12.94,CreativeB
15/04/23,YouTube,Prospecting,Prospecting-YouTube,1783,1825,8,"$6,158.86","$3,377.32",London,102.0%,$422.16,$0.54,$1.82,$189.42,CreativeC
15/04/23,TikTok,Prospecting,Prospecting-TikTok,46798,1638,51,"$12,610.00","$7,663.17",East Midlands,4.0%,$150.26,$0.21,$1.65,$16.37,CreativeB
15/04/23,Facebook,Retargeting,Retargeting-Facebook,6848,44,16,"$3,690.21","$2,921.54",South West,1.0%,$182.60,$0.02,$1.26,$42.66,CreativeB
15/04/23,TikTok,Prospecting,Prospecting-TikTok,27151,233,90,"$3,846.67",$92.29,West Midlands,1.0%,$1.03,$2.52,$41.68,$0.34,CreativeB
15/04/23,Facebook,Retargeting,Retargeting-Facebook,53542,1611,242,"$11,509.83","$5,654.93",Wales,3.0%,$23.37,$0.28,$2.04,$10.56,CreativeC
15/04/23,YouTube,Prospecting,Prospecting-YouTube,25264,1454,15,"$8,412.97","$8,687.94",Yorkshire and the Humber,6.0%,$579.20,$0.17,$0.97,$34.39,CreativeB
15/04/23,SnapChat,Retargeting,Retargeting-SnapChat,84970,850,238,"$10,379.96","$7,174.98",London,1.0%,$30.15,$0.12,$1.45,$8.44,CreativeA
15/04/23,Instagram,Prospecting,Prospecting-Instagram,95518,2141,28,"$15,144.11",$663.72,Scotland,2.0%,$23.70,$3.23,$22.82,$0.69,CreativeA
15/04/23,YouTube,Prospecting,Prospecting-YouTube,47801,624,52,"$9,274.49","$3,903.02",London,1.0%,$75.06,$0.16,$2.38,$8.17,CreativeA
15/04/23,Facebook,Prospecting,Prospecting-Facebook,61539,1360,12,"$14,018.55","$5,150.07",South West,2.0%,$429.17,$0.26,$2.72,$8.37,CreativeC
15/04/23,Facebook,Retargeting,Retargeting-Facebook,38687,1885,157,"$7,543.73","$5,870.01",Wales,5.0%,$37.39,$0.32,$1.29,$15.17,CreativeC
15/04/23,Facebook,Prospecting,Prospecting-Facebook,23229,82,18,"$14,871.61","$2,391.75",Wales,0.0%,$132.88,$0.03,$6.22,$10.30,CreativeB
15/04/23,Facebook,Prospecting,Prospecting-Facebook,5054,1649,51,"$8,705.34","$3,169.30",Yorkshire and the Humber,33.0%,$62.14,$0.52,$2.75,$62.71,CreativeC
15/04/23,Instagram,Retargeting,Retargeting-Instagram,77245,86,174,"$9,442.05","$3,136.17",Yorkshire and the Humber,0.0%,$18.02,$0.03,$3.01,$4.06,CreativeA
15/04/23,TikTok,Prospecting,Prospecting-TikTok,50143,550,191,"$8,694.24","$4,253.17",London,1.0%,$22.27,$0.13,$2.04,$8.48,CreativeA
15/04/23,SnapChat,Prospecting,Prospecting-SnapChat,34698,160,14,"$13,700.90","$2,562.16",North East,0.0%,$183.01,$0.06,$5.35,$7.38,CreativeB
15/04/23,Instagram,Retargeting,Retargeting-Instagram,26188,1843,127,"$5,296.49",$847.97,East of England,7.0%,$6.68,$2.17,$6.25,$3.24,CreativeA
15/04/23,Facebook,Prospecting,Prospecting-Facebook,40662,1001,241,"$11,636.65","$6,514.25",Yorkshire and the Humber,2.0%,$27.03,$0.15,$1.79,$16.02,CreativeB
15/04/23,Instagram,Retargeting,Retargeting-Instagram,21574,1880,29,"$14,277.62","$2,307.87",North West,9.0%,$79.58,$0.81,$6.19,$10.70,CreativeB
15/04/23,YouTube,Retargeting,Retargeting-YouTube,29460,1786,94,"$5,631.40","$5,784.06",East Midlands,6.0%,$61.53,$0.31,$0.97,$19.63,CreativeC
15/04/23,Facebook,Retargeting,Retargeting-Facebook,36089,280,194,"$5,023.08",$993.28,West Midlands,1.0%,$5.12,$0.28,$5.06,$2.75,CreativeA
16/04/23,TikTok,Retargeting,Retargeting-TikTok,72955,191,120,"$3,593.24",$269.61,Scotland,0.0%,$2.25,$0.71,$13.33,$0.37,CreativeA
16/04/23,Instagram,Prospecting,Prospecting-Instagram,77880,653,248,"$14,545.05","$3,307.08",Scotland,1.0%,$13.34,$0.20,$4.40,$4.25,CreativeB
16/04/23,YouTube,Prospecting,Prospecting-YouTube,46384,283,8,"$10,574.68",$753.56,North East,1.0%,$94.20,$0.38,$14.03,$1.62,CreativeC
16/04/23,SnapChat,Retargeting,Retargeting-SnapChat,34009,218,235,"$10,096.44",$206.68,South West,1.0%,$0.88,$1.05,$48.85,$0.61,CreativeC
16/04/23,YouTube,Retargeting,Retargeting-YouTube,72499,2199,24,"$1,568.75","$3,158.19",North East,3.0%,$131.59,$0.70,$0.50,$4.36,CreativeB
16/04/23,YouTube,Retargeting,Retargeting-YouTube,89155,274,184,"$9,432.98","$3,432.19",Wales,0.0%,$18.65,$0.08,$2.75,$3.85,CreativeB
16/04/23,TikTok,Retargeting,Retargeting-TikTok,63964,2285,23,"$12,512.39","$5,592.89",North East,4.0%,$243.17,$0.41,$2.24,$8.74,CreativeC
16/04/23,SnapChat,Retargeting,Retargeting-SnapChat,63168,256,25,"$3,856.29","$3,498.97",Wales,0.0%,$139.96,$0.07,$1.10,$5.54,CreativeA
16/04/23,Instagram,Prospecting,Prospecting-Instagram,97339,1220,25,"$5,717.34","$3,340.91",Scotland,1.0%,$133.64,$0.37,$1.71,$3.43,CreativeC
16/04/23,TikTok,Prospecting,Prospecting-TikTok,41027,2683,138,"$8,503.36","$4,060.24",South East,7.0%,$29.42,$0.66,$2.09,$9.90,CreativeA
16/04/23,Instagram,Retargeting,Retargeting-Instagram,74785,973,150,"$8,654.72",$701.23,East Midlands,1.0%,$4.67,$1.39,$12.34,$0.94,CreativeA
16/04/23,Facebook,Retargeting,Retargeting-Facebook,52317,272,103,"$10,948.82","$2,540.13",North East,1.0%,$24.66,$0.11,$4.31,$4.86,CreativeA
16/04/23,YouTube,Retargeting,Retargeting-YouTube,68512,300,30,"$6,561.30","$8,007.76",London,0.0%,$266.93,$0.04,$0.82,$11.69,CreativeB
16/04/23,Facebook,Retargeting,Retargeting-Facebook,46471,711,17,"$1,261.23","$6,330.30",East of England,2.0%,$372.37,$0.11,$0.20,$13.62,CreativeB
16/04/23,YouTube,Prospecting,Prospecting-YouTube,63272,163,59,"$11,401.88","$1,239.06",Yorkshire and the Humber,0.0%,$21.00,$0.13,$9.20,$1.96,CreativeA
16/04/23,TikTok,Retargeting,Retargeting-TikTok,43250,2441,63,"$9,689.87","$1,766.94",Northern Ireland,6.0%,$28.05,$1.38,$5.48,$4.09,CreativeC
16/04/23,Instagram,Retargeting,Retargeting-Instagram,2324,1121,48,"$15,380.24","$1,050.79",East of England,48.0%,$21.89,$1.07,$14.64,$45.21,CreativeC
16/04/23,Instagram,Prospecting,Prospecting-Instagram,106219,1639,197,"$10,272.52","$3,424.81",South East,2.0%,$17.38,$0.48,$3.00,$3.22,CreativeC
16/04/23,TikTok,Prospecting,Prospecting-TikTok,16806,458,44,"$11,758.81","$3,300.92",North East,3.0%,$75.02,$0.14,$3.56,$19.64,CreativeC
16/04/23,SnapChat,Prospecting,Prospecting-SnapChat,81353,118,32,"$13,534.27","$3,939.43",North West,0.0%,$123.11,$0.03,$3.44,$4.84,CreativeA
16/04/23,Facebook,Retargeting,Retargeting-Facebook,39666,821,38,"$10,378.15","$1,227.39",South East,2.0%,$32.30,$0.67,$8.46,$3.09,CreativeB
16/04/23,Facebook,Retargeting,Retargeting-Facebook,24400,1617,222,"$8,138.67","$3,491.62",East of England,7.0%,$15.73,$0.46,$2.33,$14.31,CreativeA
16/04/23,Instagram,Prospecting,Prospecting-Instagram,70627,2083,98,"$8,019.31",$146.32,Yorkshire and the Humber,3.0%,$1.49,$14.24,$54.81,$0.21,CreativeA
16/04/23,Instagram,Retargeting,Retargeting-Instagram,16744,237,63,"$1,359.77","$2,338.29",Yorkshire and the Humber,1.0%,$37.12,$0.10,$0.58,$13.96,CreativeA
16/04/23,Instagram,Retargeting,Retargeting-Instagram,81662,2259,206,"$8,677.91",$336.96,Northern Ireland,3.0%,$1.64,$6.70,$25.75,$0.41,CreativeC
16/04/23,TikTok,Prospecting,Prospecting-TikTok,42606,1147,276,"$6,662.62","$1,517.52",Scotland,3.0%,$5.50,$0.76,$4.39,$3.56,CreativeB
